Name,GP*,G,A,+/-,PIM,PPP,SOG,HIT,BLK,manager,year,Position,center,lw,rw,defence,multi_position,GWG
Ryan Ellis,21,2,7,-7,6,4,43,8,37,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Rasmus Ristolainen,44,4,10,-15,32,5,64,173,60,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Jonathan Huberdeau,49,20,41,17,30,24,102,48,10,Big Thick Blocks,2020,LW,0,1,0,0,0,NA
Dominik Kubalik,25,9,6,-1,6,3,69,29,7,Big Thick Blocks,2020,"LW,RW",0,1,1,0,1,NA
Mattias Ekholm,16,2,6,6,4,1,35,12,18,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Nick Leddy,15,1,5,-3,4,1,22,19,16,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Vladimir Tarasenko,10,2,5,1,0,3,29,13,7,Big Thick Blocks,2020,RW,0,0,1,0,0,NA
Nick Foligno,3,0,2,2,2,0,2,8,2,Big Thick Blocks,2020,"LW,RW",0,1,1,0,1,NA
Kasperi Kapanen,2,0,1,1,0,0,5,5,0,Big Thick Blocks,2020,RW,0,0,1,0,0,NA
Alex Killorn,4,1,2,-2,2,2,8,4,0,Big Thick Blocks,2020,"LW,RW",0,1,1,0,1,NA
Blake Coleman,8,4,3,3,6,0,27,19,5,Big Thick Blocks,2020,"LW,RW",0,1,1,0,1,NA
Travis Hamonic,2,0,0,-1,0,0,6,4,2,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Erik Cernak,4,1,2,0,2,0,6,9,3,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Filip Hronek,1,0,0,0,0,0,2,1,1,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Luke Schenn,2,0,0,2,2,0,4,6,0,Big Thick Blocks,2020,D,0,0,0,1,0,NA
John Klingberg,1,0,0,-1,0,0,2,0,0,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Colton Parayko,1,0,0,-2,0,0,2,1,1,Big Thick Blocks,2020,D,0,0,0,1,0,NA
Sidney Crosby,50,20,36,9,22,20,141,38,27,Commissioner Coulas,2020,C,1,0,0,0,0,NA
Sean Couturier,39,15,19,-5,8,9,109,30,20,Commissioner Coulas,2020,C,1,0,0,0,0,NA
William Nylander,48,16,24,11,14,10,127,12,15,Commissioner Coulas,2020,RW,0,0,1,0,0,NA
Tomas Tatar,28,4,8,-12,8,3,45,42,11,Commissioner Coulas,2020,"LW,RW",0,1,1,0,1,NA
Justin Faulk,53,6,15,8,33,5,114,124,83,Commissioner Coulas,2020,D,0,0,0,1,0,NA
TJ Brodie,5,0,2,-1,0,0,6,3,4,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Matthew Tkachuk,49,10,20,2,45,12,132,122,9,Commissioner Coulas,2020,"LW,RW",0,1,1,0,1,NA
Anders Lee,22,10,5,13,12,3,65,27,10,Commissioner Coulas,2020,LW,0,1,0,0,0,NA
Victor Olofsson,20,5,9,-14,2,10,41,3,3,Commissioner Coulas,2020,"LW,RW",0,1,1,0,1,NA
Jake DeBrusk,2,0,0,-1,0,0,4,2,0,Commissioner Coulas,2020,LW,0,1,0,0,0,NA
Dougie Hamilton,55,10,31,20,35,18,180,52,64,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Mark Giordano,51,8,15,-2,12,7,121,45,99,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Jeff Carter,6,0,2,-3,2,1,14,4,3,Commissioner Coulas,2020,"C,RW",1,0,1,0,1,NA
Jamie Benn,14,3,5,2,9,1,34,19,12,Commissioner Coulas,2020,"C,LW",1,1,0,0,1,NA
Jakob Chychrun,2,0,0,0,0,0,4,3,3,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Joel Edmundson,8,0,1,6,2,0,14,9,5,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Nick Foligno,4,1,1,1,0,0,9,10,6,Commissioner Coulas,2020,"LW,RW",0,1,1,0,1,NA
Andrew Copp,3,0,1,2,0,0,5,1,1,Commissioner Coulas,2020,C,1,0,0,0,0,NA
Vincent Trocheck,29,9,18,-5,12,9,70,72,14,Commissioner Coulas,2020,C,1,0,0,0,0,NA
Justin Holl,7,0,2,-4,2,0,6,6,12,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Cam Atkinson,38,9,12,-14,2,6,109,19,19,Commissioner Coulas,2020,RW,0,0,1,0,0,NA
Michael Del Zotto,2,0,0,-1,0,0,4,3,2,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Nick Leddy,9,0,4,3,2,0,9,6,8,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Ryan Getzlaf,1,0,0,0,0,0,1,0,1,Commissioner Coulas,2020,C,1,0,0,0,0,NA
Rickard Rakell,10,3,3,-2,2,1,24,15,1,Commissioner Coulas,2020,"LW,RW",0,1,1,0,1,NA
Ryan McDonagh,4,0,1,0,0,0,9,4,2,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Dustin Brown,24,4,8,-6,4,2,64,41,6,Commissioner Coulas,2020,RW,0,0,1,0,0,NA
MacKenzie Weegar,26,3,16,17,29,3,52,55,47,Commissioner Coulas,2020,D,0,0,0,1,0,NA
Garnet Hathaway,3,0,0,0,0,0,6,9,0,Commissioner Coulas,2020,RW,0,0,1,0,0,NA
Joonas Donskoi,9,5,2,4,2,2,27,2,5,Commissioner Coulas,2020,RW,0,0,1,0,0,NA
William Karlsson,12,2,7,7,4,2,19,5,4,Commissioner Coulas,2020,C,1,0,0,0,0,NA
Nathan MacKinnon,41,16,37,23,37,21,175,34,13,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Ryan Nugent-Hopkins,40,12,16,-4,16,16,104,22,21,Dont Drink and Draft,2020,"C,LW",1,1,0,0,1,NA
Kailer Yamamoto,31,7,9,10,20,0,45,39,33,Dont Drink and Draft,2020,RW,0,0,1,0,0,NA
Colton Parayko,16,1,7,1,12,0,32,20,32,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Logan Couture,29,9,10,-1,15,6,72,32,22,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Jeff Skinner,9,0,1,0,4,0,21,2,3,Dont Drink and Draft,2020,LW,0,1,0,0,0,NA
T.J. Oshie,48,21,19,-1,18,15,96,67,27,Dont Drink and Draft,2020,RW,0,0,1,0,0,NA
Matt Dumba,47,5,15,1,46,5,80,67,72,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Zdeno Chara,12,1,1,2,8,0,23,17,15,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Adam Larsson,39,2,5,1,18,0,35,118,98,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Mikhail Grigorenko,4,1,0,0,2,0,2,2,3,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Tyler Bertuzzi,2,2,0,0,0,1,3,1,0,Dont Drink and Draft,2020,"LW,RW",0,1,1,0,1,NA
Drew Doughty,44,5,20,-9,22,12,78,69,64,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Joel Eriksson Ek,5,2,2,5,2,0,8,11,1,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Rasmus Andersson,17,0,6,-5,14,1,25,16,20,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Conor Garland,15,4,5,-1,6,1,23,7,6,Dont Drink and Draft,2020,RW,0,0,1,0,0,NA
Christian Dvorak,10,2,1,-3,4,1,15,7,6,Dont Drink and Draft,2020,LW,0,1,0,0,0,NA
Jordan Staal,34,10,10,-3,24,6,73,85,14,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Michael Del Zotto,3,0,0,-1,2,0,5,9,5,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Drake Batherson,4,2,1,-4,0,2,9,8,2,Dont Drink and Draft,2020,RW,0,0,1,0,0,NA
Alex Killorn,11,4,4,-4,6,3,20,7,2,Dont Drink and Draft,2020,"LW,RW",0,1,1,0,1,NA
Jacob Trouba,14,1,5,7,6,1,28,36,31,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Devon Toews,27,5,10,14,10,3,64,25,36,Dont Drink and Draft,2020,D,0,0,0,1,0,NA
Jordan Greenway,2,0,0,-1,6,0,1,3,1,Dont Drink and Draft,2020,LW,0,1,0,0,0,NA
Andre Burakovsky,9,3,3,-1,2,1,12,5,1,Dont Drink and Draft,2020,LW,0,1,0,0,0,NA
Yanni Gourde,22,7,7,4,16,2,43,21,10,Dont Drink and Draft,2020,"LW,RW",0,1,1,0,1,NA
Pavel Buchnevich,23,9,7,3,35,2,46,26,11,Dont Drink and Draft,2020,RW,0,0,1,0,0,NA
Jared McCann,17,5,10,3,2,6,37,18,8,Dont Drink and Draft,2020,"C,LW",1,1,0,0,1,NA
Andrew Copp,12,2,7,-1,6,4,21,11,11,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Frank Vatrano,14,4,2,1,12,1,38,25,3,Dont Drink and Draft,2020,"C,LW",1,1,0,0,1,NA
Phillip Danault,14,1,3,-9,6,0,16,33,12,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Viktor Arvidsson,5,2,2,5,4,0,15,4,6,Dont Drink and Draft,2020,"LW,RW",0,1,1,0,1,NA
Casey Mittelstadt,9,2,4,-5,2,2,20,3,4,Dont Drink and Draft,2020,C,1,0,0,0,0,NA
Elias Pettersson,26,10,11,1,6,5,63,11,9,Dumpster Fire,2020,C,1,0,0,0,0,NA
Brayden Point,54,23,23,4,11,14,126,23,16,Dumpster Fire,2020,C,1,0,0,0,0,NA
Jake Guentzel,53,22,34,12,28,18,132,39,31,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
Brandon Tanev,15,3,1,1,7,0,19,67,15,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
Brendan Gallagher,34,14,9,7,16,3,101,43,12,Dumpster Fire,2020,RW,0,0,1,0,0,NA
Nick Suzuki,8,2,5,1,8,4,18,13,4,Dumpster Fire,2020,"C,RW",1,0,1,0,1,NA
Jeff Petry,54,12,30,5,20,15,127,95,59,Dumpster Fire,2020,D,0,0,0,1,0,NA
Tyson Barrie,51,7,35,8,10,20,131,24,48,Dumpster Fire,2020,D,0,0,0,1,0,NA
Nikita Zadorov,2,0,0,-1,0,0,1,4,2,Dumpster Fire,2020,D,0,0,0,1,0,NA
Taylor Hall,32,7,14,0,6,5,89,24,11,Dumpster Fire,2020,LW,0,1,0,0,0,NA
Zach Werenski,33,7,12,-8,13,5,75,21,39,Dumpster Fire,2020,D,0,0,0,1,0,NA
Evgenii Dadonov,2,0,0,1,0,0,3,1,0,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
Brenden Dillon,8,0,1,-4,4,0,5,20,8,Dumpster Fire,2020,D,0,0,0,1,0,NA
Tyler Toffoli,47,25,15,-2,24,8,146,72,10,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
Miro Heiskanen,40,4,12,-11,10,6,77,34,39,Dumpster Fire,2020,D,0,0,0,1,0,NA
Joe Pavelski,49,20,22,21,12,15,121,58,33,Dumpster Fire,2020,"C,RW",1,0,1,0,1,NA
Tyler Myers,1,0,0,1,0,0,3,0,2,Dumpster Fire,2020,D,0,0,0,1,0,NA
Samuel Girard,2,0,1,1,2,0,2,1,1,Dumpster Fire,2020,D,0,0,0,1,0,NA
Radko Gudas,42,2,7,3,34,0,66,198,54,Dumpster Fire,2020,D,0,0,0,1,0,NA
William Karlsson,1,0,0,0,0,0,2,0,0,Dumpster Fire,2020,C,1,0,0,0,0,NA
Blake Coleman,4,1,0,3,2,0,3,9,0,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
David Krejci,1,0,0,0,2,0,0,0,0,Dumpster Fire,2020,C,1,0,0,0,0,NA
Clayton Keller,5,0,1,-5,0,0,10,1,2,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
Joe Thornton,4,1,4,4,0,2,3,0,0,Dumpster Fire,2020,C,1,0,0,0,0,NA
Ryan McDonagh,13,0,1,4,0,0,20,20,27,Dumpster Fire,2020,D,0,0,0,1,0,NA
Marcus Foligno,6,1,4,3,7,0,4,13,4,Dumpster Fire,2020,LW,0,1,0,0,0,NA
Dustin Brown,3,2,0,-4,0,2,14,3,0,Dumpster Fire,2020,RW,0,0,1,0,0,NA
Calvin de Haan,1,0,0,0,0,0,1,1,2,Dumpster Fire,2020,D,0,0,0,1,0,NA
Yanni Gourde,1,0,0,-1,0,0,4,0,1,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
Jacob Trouba,2,0,0,-2,0,0,2,4,3,Dumpster Fire,2020,D,0,0,0,1,0,NA
Jamie Benn,31,6,13,7,10,5,75,46,13,Dumpster Fire,2020,"C,LW",1,1,0,0,1,NA
Adrian Kempe,4,0,0,-4,2,0,6,4,1,Dumpster Fire,2020,C,1,0,0,0,0,NA
Mats Zuccarello,6,1,5,-1,0,1,14,1,3,Dumpster Fire,2020,"LW,RW",0,1,1,0,1,NA
Brayden McNabb,7,0,0,-5,4,0,4,18,14,Dumpster Fire,2020,D,0,0,0,1,0,NA
Ryan Reaves,3,0,0,2,0,0,3,11,0,Dumpster Fire,2020,RW,0,0,1,0,0,NA
Tomas Hertl,1,1,0,1,0,0,2,2,1,Dumpster Fire,2020,"C,LW",1,1,0,0,1,NA
Evgeny Kuznetsov,9,2,5,0,2,1,16,6,4,Dumpster Fire,2020,C,1,0,0,0,0,NA
Andrew Copp,3,1,1,1,2,0,5,1,1,Dumpster Fire,2020,C,1,0,0,0,0,NA
Phil Kessel,9,2,6,-6,2,1,24,2,0,Dumpster Fire,2020,RW,0,0,1,0,0,NA
Ryan Graves,2,0,1,2,0,0,6,4,2,Dumpster Fire,2020,D,0,0,0,1,0,NA
Noel Acciari,4,0,0,2,0,0,7,8,5,Dumpster Fire,2020,C,1,0,0,0,0,NA
Jordan Eberle,14,3,5,1,6,1,31,7,5,Dumpster Fire,2020,RW,0,0,1,0,0,NA
Alex Goligoski,4,0,2,0,0,1,7,5,9,Dumpster Fire,2020,D,0,0,0,1,0,NA
Garnet Hathaway,6,1,1,1,26,0,9,18,3,Dumpster Fire,2020,RW,0,0,1,0,0,NA
Nazem Kadri,46,9,18,-10,28,8,138,26,15,Hail Satan,2020,C,1,0,0,0,0,NA
Dylan Strome,15,3,4,0,4,5,23,2,10,Hail Satan,2020,C,1,0,0,0,0,NA
Patrick Kane,54,15,49,-7,14,21,179,12,14,Hail Satan,2020,RW,0,0,1,0,0,NA
Travis Konecny,48,10,20,-6,26,9,96,55,15,Hail Satan,2020,RW,0,0,1,0,0,NA
Kris Letang,55,7,38,19,32,15,131,92,65,Hail Satan,2020,D,0,0,0,1,0,NA
Sebastian Aho,55,24,33,18,30,18,145,38,25,Hail Satan,2020,C,1,0,0,0,0,NA
Ryan Strome,54,14,33,7,39,17,126,22,17,Hail Satan,2020,"C,RW",1,0,1,0,1,NA
Alex Ovechkin,42,21,15,-6,12,15,171,87,22,Hail Satan,2020,LW,0,1,0,0,0,NA
Chris Kreider,48,19,10,-4,30,14,98,112,34,Hail Satan,2020,LW,0,1,0,0,0,NA
Adam Fox,55,5,42,19,14,23,102,23,102,Hail Satan,2020,D,0,0,0,1,0,NA
Matt Grzelcyk,29,4,11,2,20,7,67,14,30,Hail Satan,2020,D,0,0,0,1,0,NA
Thomas Chabot,49,6,25,-15,36,7,120,68,72,Hail Satan,2020,D,0,0,0,1,0,NA
Alexis Lafreniere,1,0,0,2,0,0,3,0,0,Hail Satan,2020,LW,0,1,0,0,0,NA
J.T. Miller,45,13,25,-8,31,17,91,83,22,Hail Satan,2020,"LW,RW",0,1,1,0,1,NA
Bobby Ryan,22,2,7,-11,6,2,53,25,8,Hail Satan,2020,"LW,RW",0,1,1,0,1,NA
Samuel Girard,29,2,15,13,8,3,49,20,33,Hail Satan,2020,D,0,0,0,1,0,NA
Evgeni Malkin,29,8,16,-2,22,7,64,17,12,HatTrick Swayzes,2020,C,1,0,0,0,0,NA
Alex DeBrincat,50,29,23,4,12,17,149,64,22,HatTrick Swayzes,2020,"LW,RW",0,1,1,0,1,NA
Blake Coleman,1,0,0,-1,0,0,2,0,1,HatTrick Swayzes,2020,"LW,RW",0,1,1,0,1,NA
Victor Hedman,54,9,36,4,28,24,138,51,73,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Quinn Hughes,49,3,33,-24,22,17,88,16,39,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Devon Toews,18,4,6,5,4,3,34,9,38,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Max Domi,4,0,1,-5,2,0,4,2,1,HatTrick Swayzes,2020,"C,LW",1,1,0,0,1,NA
Artemi Panarin,42,17,41,14,6,18,106,13,7,HatTrick Swayzes,2020,LW,0,1,0,0,0,NA
Max Pacioretty,47,23,27,18,14,12,169,33,29,HatTrick Swayzes,2020,LW,0,1,0,0,0,NA
Reilly Smith,9,2,2,5,0,0,19,10,4,HatTrick Swayzes,2020,RW,0,0,1,0,0,NA
Tony DeAngelo,6,0,1,-6,4,1,13,3,6,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Neal Pionk,49,3,26,3,18,10,89,124,68,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Joel Farabee,3,0,0,-1,0,0,6,1,1,HatTrick Swayzes,2020,LW,0,1,0,0,0,NA
Kirill Kaprizov,4,1,2,2,2,0,7,4,0,HatTrick Swayzes,2020,LW,0,1,0,0,0,NA
Aleksander Barkov,49,26,31,11,14,19,173,30,38,HatTrick Swayzes,2020,C,1,0,0,0,0,NA
Jack Hughes,5,1,1,1,0,1,9,3,2,HatTrick Swayzes,2020,"C,LW",1,1,0,0,1,NA
Oliver Bjorkstrand,48,14,22,-12,4,5,117,36,28,HatTrick Swayzes,2020,RW,0,0,1,0,0,NA
Jordan Kyrou,9,3,4,0,0,1,16,1,1,HatTrick Swayzes,2020,"C,RW",1,0,1,0,1,NA
Jani Hakanpaa,40,2,2,1,27,0,41,161,52,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Ryan Reaves,8,0,0,-2,11,0,10,30,4,HatTrick Swayzes,2020,RW,0,0,1,0,0,NA
Ryan McDonagh,1,0,0,0,2,0,2,1,3,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Jakob Chychrun,42,14,14,-7,30,9,138,40,66,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Teuvo Teravainen,3,0,2,1,2,1,9,1,0,HatTrick Swayzes,2020,"LW,RW",0,1,1,0,1,NA
Martin Necas,26,9,11,14,4,3,51,22,13,HatTrick Swayzes,2020,"C,RW",1,0,1,0,1,NA
Max Comtois,8,1,5,5,4,0,16,14,9,HatTrick Swayzes,2020,C,1,0,0,0,0,NA
Jeff Carter,2,0,0,-3,0,0,6,1,1,HatTrick Swayzes,2020,"C,RW",1,0,1,0,1,NA
Dylan Larkin,4,0,3,-2,2,1,11,1,0,HatTrick Swayzes,2020,C,1,0,0,0,0,NA
Scott Mayfield,2,0,0,1,2,0,1,3,3,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Jonas Brodin,7,0,2,-2,4,1,7,3,11,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Carter Verhaeghe,13,6,7,10,4,2,39,9,2,HatTrick Swayzes,2020,"C,LW",1,1,0,0,1,NA
Brenden Dillon,10,1,4,1,7,0,8,20,10,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Adam Lowry,1,0,0,-1,0,0,0,1,0,HatTrick Swayzes,2020,C,1,0,0,0,0,NA
Brendan Lemieux,2,0,1,0,0,0,0,3,1,HatTrick Swayzes,2020,LW,0,1,0,0,0,NA
Brendan Smith,2,0,0,1,0,0,1,8,3,HatTrick Swayzes,2020,D,0,0,0,1,0,NA
Blake Wheeler,2,1,1,-2,6,0,7,5,4,HatTrick Swayzes,2020,"C,RW",1,0,1,0,1,NA
Andre Burakovsky,2,0,0,-2,0,0,3,0,1,HatTrick Swayzes,2020,LW,0,1,0,0,0,NA
Auston Matthews,50,40,25,24,10,13,214,56,46,Mitchell's Mooners,2020,C,1,0,0,0,0,NA
Jaden Schwartz,10,1,3,7,6,0,17,9,2,Mitchell's Mooners,2020,LW,0,1,0,0,0,NA
Bryan Rust,55,21,20,8,14,11,153,60,29,Mitchell's Mooners,2020,"LW,RW",0,1,1,0,1,NA
Dominik Kubalik,3,0,0,-2,0,0,5,1,0,Mitchell's Mooners,2020,"LW,RW",0,1,1,0,1,NA
Alexander Edler,36,0,6,-8,32,0,68,63,78,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Mika Zibanejad,54,24,23,-2,18,14,169,71,44,Mitchell's Mooners,2020,C,1,0,0,0,0,NA
Elias Lindholm,51,17,26,6,22,16,121,53,32,Mitchell's Mooners,2020,CGY,1,0,0,0,1,NA
Filip Forsberg,36,12,17,-10,16,11,118,41,14,Mitchell's Mooners,2020,LW,0,1,0,0,0,NA
Timo Meier,6,1,2,0,0,2,17,7,1,Mitchell's Mooners,2020,"LW,RW",0,1,1,0,1,NA
Brent Burns,53,7,22,-13,36,6,130,31,89,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Shea Theodore,51,8,34,26,14,15,157,20,41,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Brayden McNabb,7,0,0,-1,4,0,5,18,14,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Keith Yandle,52,3,21,-11,34,17,104,17,25,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Zach Hyman,38,13,16,18,24,3,96,59,18,Mitchell's Mooners,2020,"LW,RW",0,1,1,0,1,NA
Connor Murphy,4,0,0,-3,0,0,5,7,12,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Nick Suzuki,39,9,17,-10,14,8,82,48,21,Mitchell's Mooners,2020,"C,RW",1,0,1,0,1,NA
Nikita Zadorov,39,1,6,0,32,0,38,120,53,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Jack Hughes,6,0,1,-3,0,1,21,1,2,Mitchell's Mooners,2020,"C,LW",1,1,0,0,1,NA
Brandon Tanev,4,1,2,2,15,0,5,16,2,Mitchell's Mooners,2020,"LW,RW",0,1,1,0,1,NA
Conor Garland,6,0,2,-5,4,1,14,6,2,Mitchell's Mooners,2020,RW,0,0,1,0,0,NA
Colton Parayko,3,0,0,2,0,0,8,1,7,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Connor Brown,2,2,0,-1,0,0,4,0,2,Mitchell's Mooners,2020,RW,0,0,1,0,0,NA
Anthony Mantha,8,4,2,-2,2,2,19,11,4,Mitchell's Mooners,2020,"LW,RW",0,1,1,0,1,NA
Jacob Trouba,4,1,0,-3,0,0,10,11,8,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Sam Bennett,8,5,6,8,21,2,35,23,1,Mitchell's Mooners,2020,C,1,0,0,0,0,NA
Ryan Lindgren,2,0,0,0,0,0,5,4,0,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Dmitry Orlov,5,0,4,2,2,1,8,6,3,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
David Savard,1,0,0,0,0,0,3,1,2,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Danny DeKeyser,1,0,0,1,0,0,0,2,3,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Tomas Hertl,3,2,3,0,2,1,15,2,1,Mitchell's Mooners,2020,"C,LW",1,1,0,0,1,NA
Brenden Dillon,3,0,2,1,2,1,5,5,2,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Charlie McAvoy,2,1,2,4,0,1,3,1,1,Mitchell's Mooners,2020,D,0,0,0,1,0,NA
Ryan O'Reilly,51,24,27,22,18,11,117,22,21,No Regretzkys,2020,C,1,0,0,0,0,NA
Claude Giroux,51,15,22,-6,12,10,111,30,5,No Regretzkys,2020,"C,LW",1,1,0,0,1,NA
Darnell Nurse,51,15,20,29,57,6,140,111,93,No Regretzkys,2020,D,0,0,0,1,0,NA
Ryan Graves,10,0,1,-5,18,0,17,12,19,No Regretzkys,2020,D,0,0,0,1,0,NA
Jake Muzzin,51,3,21,18,29,1,97,98,91,No Regretzkys,2020,D,0,0,0,1,0,NA
Jack Eichel,20,2,16,-9,6,9,58,17,14,No Regretzkys,2020,C,1,0,0,0,0,NA
Tomas Hertl,16,6,5,-5,4,5,33,14,9,No Regretzkys,2020,"C,LW",1,1,0,0,1,NA
Viktor Arvidsson,27,2,9,-3,8,1,90,3,16,No Regretzkys,2020,"LW,RW",0,1,1,0,1,NA
Ryan Reaves,5,0,1,0,0,0,1,23,6,No Regretzkys,2020,RW,0,0,1,0,0,NA
Roman Josi,47,8,24,-11,20,13,135,27,82,No Regretzkys,2020,D,0,0,0,1,0,NA
Brady Tkachuk,48,15,18,-12,54,9,198,208,19,No Regretzkys,2020,LW,0,1,0,0,0,NA
Mike Hoffman,45,13,16,1,10,13,91,24,12,No Regretzkys,2020,"LW,RW",0,1,1,0,1,NA
Alexander Radulov,11,4,8,8,6,6,25,4,5,No Regretzkys,2020,D,0,0,0,1,0,NA
Tyler Motte,4,0,1,-4,4,0,6,25,1,No Regretzkys,2020,C,1,0,0,0,0,NA
Tyler Myers,35,4,8,-6,22,3,71,42,41,No Regretzkys,2020,D,0,0,0,1,0,NA
Joel Farabee,40,11,12,-9,22,5,86,39,15,No Regretzkys,2020,LW,0,1,0,0,0,NA
Derek Forbort,32,1,3,-5,2,0,40,47,67,No Regretzkys,2020,D,0,0,0,1,0,NA
Nino Niederreiter,32,10,11,10,10,3,61,40,8,No Regretzkys,2020,"LW,RW",0,1,1,0,1,NA
Alex Tuch,25,4,7,6,6,0,67,30,19,No Regretzkys,2020,"LW,RW",0,1,1,0,1,NA
Roope Hintz,17,5,15,7,0,7,42,25,6,No Regretzkys,2020,C,1,0,0,0,0,NA
Connor McDavid,52,29,67,22,20,35,185,60,24,Speak Up I'm Wasted,2020,C,1,0,0,0,0,NA
Bo Horvat,37,15,14,2,10,8,84,47,25,Speak Up I'm Wasted,2020,C,1,0,0,0,0,NA
Mitchell Marner,49,16,47,25,18,13,137,20,39,Speak Up I'm Wasted,2020,RW,0,0,1,0,0,NA
Brock Boeser,44,16,20,-10,12,11,103,24,14,Speak Up I'm Wasted,2020,RW,0,0,1,0,0,NA
Morgan Rielly,51,5,30,18,12,11,94,57,56,Speak Up I'm Wasted,2020,D,0,0,0,1,0,NA
Ivan Provorov,52,6,16,-3,26,8,117,54,95,Speak Up I'm Wasted,2020,D,0,0,0,1,0,NA
Patrice Bergeron,48,21,25,28,14,13,157,46,33,Speak Up I'm Wasted,2020,C,1,0,0,0,0,NA
Johnny Gaudreau,51,18,21,-2,4,17,100,8,9,Speak Up I'm Wasted,2020,LW,0,1,0,0,0,NA
Jakub Vrana,26,9,11,9,6,3,52,20,3,Speak Up I'm Wasted,2020,LW,0,1,0,0,0,NA
Patrik Laine,44,11,12,-26,23,7,79,33,15,Speak Up I'm Wasted,2020,"LW,RW",0,1,1,0,1,NA
Ryan Pulock,51,2,14,16,4,1,113,87,98,Speak Up I'm Wasted,2020,D,0,0,0,1,0,NA
P.K. Subban,34,3,11,-10,24,5,77,30,35,Speak Up I'm Wasted,2020,D,0,0,0,1,0,NA
John Klingberg,40,6,24,-6,19,15,83,32,39,Speak Up I'm Wasted,2020,D,0,0,0,1,0,NA
Jakub Voracek,5,2,2,-2,2,1,10,3,2,Speak Up I'm Wasted,2020,RW,0,0,1,0,0,NA
Max Domi,4,0,1,-4,0,1,6,0,1,Speak Up I'm Wasted,2020,"C,LW",1,1,0,0,1,NA
Erik Gudbranson,5,0,0,-3,2,0,5,10,4,Speak Up I'm Wasted,2020,D,0,0,0,1,0,NA
